iter	Logloss
419	0.3084353983
420	0.3083179804
421	0.3081778809
422	0.3080756404
423	0.3079972011
424	0.307819644
425	0.3077249758
426	0.307601943
427	0.3075144901
428	0.3074160226
429	0.3073387469
430	0.3072096199
431	0.3071161424
432	0.3070346917
433	0.3069331568
434	0.3068104015
435	0.3067374568
436	0.3065650447
437	0.3064339234
438	0.3062854174
439	0.3060986791
440	0.3059796004
441	0.3058874315
442	0.3057750317
443	0.3057195734
444	0.3056376603
445	0.3055517648
446	0.3053869507
447	0.3052944315
448	0.3050432641
449	0.3048737008
450	0.3047574128
451	0.3046643866
452	0.3045139122
453	0.3043783009
454	0.304228504
455	0.3041240036
456	0.303977519
457	0.3039067786
458	0.3038069675
459	0.3036904097
460	0.3036007176
461	0.3035136283
462	0.3033723456
463	0.3032889709
464	0.3030961865
465	0.3030222962
466	0.3029065851
467	0.302820573
468	0.3027619814
469	0.3026392434
470	0.3024780742
471	0.3023840897
472	0.302265278
473	0.3021692129
474	0.3021043822
475	0.3020069256
476	0.3019214507
477	0.301837484
478	0.3016882571
479	0.301617566
480	0.3014619301
481	0.3013923096
482	0.3013100568
483	0.301209424
484	0.3011222686
485	0.3010311555
486	0.3009156184
487	0.3008709957
488	0.3007241815
489	0.3006434041
490	0.3005010525
491	0.3003596973
492	0.3002668155
493	0.3000763766
494	0.2999738686
495	0.2998779975
496	0.2996934758
497	0.299611707
498	0.2994858533
499	0.299351523
500	0.2992728509
501	0.2991882912
502	0.2990467887
503	0.2988912166
504	0.2988341659
505	0.2987523485
506	0.2986830301
507	0.2986163798
508	0.2985404498
509	0.2985242279
510	0.2984575564
511	0.2983313009
512	0.2982461867
513	0.2981204223
514	0.2979344768
515	0.2978152837
516	0.2977333169
517	0.2976601603
518	0.2975859971
519	0.2974967492
520	0.2973589015
521	0.2972782625
522	0.2971384633
523	0.2970405901
524	0.2969468478
525	0.2967792216
526	0.2966844593
527	0.2965383988
528	0.2964423519
529	0.2963694301
530	0.2962684839
531	0.2961778092
532	0.2960130404
533	0.2959104907
534	0.2957969655
535	0.2957381376
536	0.2956472639
537	0.2955278628
538	0.2954167919
539	0.2953192271
540	0.2952440749
541	0.2951381146
542	0.295038619
543	0.2949527753
544	0.2948662869
545	0.2947505497
546	0.294723186
547	0.2946422363
548	0.2945177271
549	0.2944187255
550	0.2943538345
551	0.2942321751
552	0.2941412077
553	0.2940373723
554	0.2939676423
555	0.293877985
556	0.2938090549
557	0.2937027939
558	0.2935979051
559	0.2934535841
560	0.293392729
561	0.2932903223
562	0.293120716
563	0.2930011504
564	0.2928782564
565	0.2927930857
566	0.2926832172
567	0.2926088078
568	0.292446008
569	0.2924007686
570	0.2923012455
571	0.2922287232
572	0.2921352394
573	0.2920544755
574	0.2919855905
575	0.2919068695
576	0.291824016
577	0.2917358743
578	0.2916832038
579	0.2915598739
580	0.2914853097
581	0.2913909749
582	0.2912869713
583	0.2911911273
584	0.2910791195
585	0.2909043482
586	0.2908076344
587	0.2907282664
588	0.2906235683
589	0.2905271726
590	0.2904289198
591	0.290358773
592	0.2902257474
593	0.2901429437
594	0.2900795429
595	0.2899983658
596	0.289932936
597	0.2898280873
598	0.2897553146
599	0.2896644356
600	0.2895944071
601	0.28948011
602	0.2893981826
603	0.289342121
604	0.2892721674
605	0.2891766211
606	0.2890549106
607	0.2889628491
608	0.2888960389
609	0.288778698
610	0.288607815
611	0.2884977105
612	0.2884646931
613	0.2883732256
614	0.2882739976
615	0.2881930961
616	0.2881366915
617	0.2880550595
618	0.2879771143
619	0.2879227474
620	0.2878513859
621	0.2877319098
622	0.2876390419
623	0.2875575616
624	0.2874834642
625	0.2873728955
626	0.2872786732
627	0.2872360749
628	0.2871329995
629	0.2870557108
630	0.2869109387
631	0.2867772376
632	0.2866547124
633	0.2866026536
634	0.2864891738
635	0.286391221
636	0.2862692331
637	0.286187401
638	0.286132194
639	0.2860519639
640	0.2859510482
641	0.285895238
642	0.2858043323
643	0.2856996506
644	0.2856285278
645	0.2855707423
646	0.2854856734
647	0.285427504
648	0.2853516042
649	0.2852164862
650	0.285146557
651	0.2850278138
652	0.2849317068
653	0.2848510012
654	0.2847636068
655	0.2846261515
656	0.2845259984
657	0.2844427156
658	0.2843845419
659	0.2843028689
660	0.2842327576
661	0.2841423727
662	0.2840964466
663	0.2840114845
664	0.2839733854
665	0.2838814644
666	0.2838039552
667	0.2837420241
668	0.283663683
669	0.2836044957
670	0.2835304788
671	0.2834497821
672	0.2833977746
673	0.283331903
674	0.2832857965
675	0.2831919734
676	0.2831493614
677	0.2830961911
678	0.2829771256
679	0.2828996818
680	0.282849038
681	0.2827705275
682	0.2826735287
683	0.2825613719
684	0.2824825467
685	0.2823858145
686	0.2823246037
687	0.2822464423
688	0.282166008
689	0.2820917573
690	0.2820081217
691	0.281958723
692	0.2818107918
693	0.2817060396
694	0.2816295386
695	0.2815547352
696	0.2815171313
697	0.2814235756
698	0.2812971735
699	0.2811706409
700	0.2810982105
701	0.2810013338
702	0.2808891379
703	0.2807809035
704	0.2807005595
705	0.2806283399
706	0.2805704453
707	0.2804761735
708	0.2803644367
709	0.2802638455
710	0.2802123813
711	0.2801297965
712	0.2800744519
713	0.2800000865
714	0.2799574758
715	0.2798765462
716	0.2798184825
717	0.2797398001
718	0.279662017
719	0.279586843
720	0.2795507679
721	0.2795010955
722	0.2794044378
723	0.2793044226
724	0.2792184394
725	0.2791186464
726	0.2790543453
727	0.2789517172
728	0.2788648758
729	0.2788175986
730	0.2787082774
731	0.2786452681
732	0.2785538651
733	0.278481076
734	0.2783932554
735	0.2782996536
736	0.2781951606
737	0.2781347568
738	0.2780664536
739	0.2779814901
740	0.2778408384
741	0.2777152489
742	0.2776349446
743	0.2775616107
744	0.2774945279
745	0.2774345072
746	0.2774043102
747	0.2773406073
748	0.2772428388
749	0.2771777441
750	0.277124659
751	0.2770446484
752	0.2769622299
753	0.2768885558
754	0.2768198571
755	0.2767501031
756	0.2766870389
757	0.276626875
758	0.2765542817
759	0.2764404136
760	0.2763177853
761	0.2762609379
762	0.276120423
763	0.2760279626
764	0.2759854601
765	0.275906814
766	0.2758396111
767	0.2757699673
768	0.2756974088
769	0.2756338096
770	0.275587075
771	0.2754646341
772	0.275395941
773	0.2753325862
774	0.275231716
775	0.2750910897
776	0.2749931535
777	0.2749137571
778	0.2748611628
779	0.274775225
780	0.2747013028
781	0.274641222
782	0.2745595841
783	0.274472514
784	0.2743883325
785	0.2743287294
786	0.2742643542
787	0.2742047791
788	0.2741031992
789	0.2740316912
790	0.2739425691
791	0.2738537813
792	0.2738064503
793	0.2737327375
794	0.2736564854
795	0.2736041137
796	0.2735385664
797	0.2734236076
798	0.2733319271
799	0.2732274942
800	0.2731674872
801	0.2731235824
802	0.2730755013
803	0.2730448544
804	0.2730077005
805	0.2729460703
806	0.2728888462
807	0.2728258471
808	0.272776555
809	0.2726974607
810	0.272621589
811	0.2725524825
812	0.2724963707
813	0.2724102531
814	0.2723441922
815	0.2722716819
816	0.2721915078
817	0.2721373583
818	0.2720685682
819	0.2719566237
820	0.271909294
821	0.2718353205
822	0.2717378211
823	0.2716871807
824	0.2716465276
825	0.2715738462
826	0.2715046904
827	0.2713837054
828	0.271259162
829	0.2711946242
830	0.2711211449
831	0.2710384216
832	0.2709839887
833	0.2708610637
834	0.2707773924
835	0.270726148
836	0.2706517816
837	0.2705598051
838	0.2705083184
839	0.2704442784
840	0.2703783585
841	0.270342103
842	0.2702881265
843	0.2702033616
844	0.2701638633
845	0.2700789456
846	0.2700279381
847	0.2699132274
848	0.2698533914
849	0.2697898398
850	0.2696645608
851	0.2696049854
852	0.2695600407
853	0.269499066
854	0.2694362597
855	0.2693750681
856	0.2693156874
857	0.2692495974
858	0.2691611562
859	0.2691025567
860	0.2689523613
861	0.2688699453
862	0.2688072267
863	0.2687472643
864	0.2686770486
865	0.2686139025
866	0.268521109
867	0.2684197908
868	0.2683794292
869	0.2683186878
870	0.2682188335
871	0.2681451228
872	0.26802293
873	0.2679245102
874	0.2678627047
875	0.267819308
876	0.2677220711
877	0.2676516474
878	0.2675968771
879	0.2675212347
880	0.2673461356
881	0.2672667766
882	0.2672020803
883	0.2671240504
884	0.267017126
885	0.2669353629
886	0.2668412031
887	0.266816132
888	0.2667353129
889	0.2666959104
890	0.2666397592
891	0.2665738596
892	0.266466139
893	0.2664240558
894	0.2663356119
895	0.2662644946
896	0.2662110994
897	0.2661167034
898	0.2660608899
899	0.2659834467
900	0.2659009415
901	0.2658456909
902	0.2658035855
903	0.2657173157
904	0.2655964252
905	0.2654992241
906	0.2654320589
907	0.2653994382
908	0.2652876791
909	0.2652291594
910	0.2651643031
911	0.2651090225
912	0.2650419076
913	0.2649717332
914	0.2649151865
915	0.2648141828
916	0.264727111
917	0.2646627097
918	0.2646196019
919	0.2645497442
920	0.2644871531
921	0.2644439198
922	0.2643717708
923	0.2642725701
924	0.2642092416
925	0.264140703
926	0.2640892357
927	0.2640172345
928	0.2639540136
929	0.2638757175
930	0.2638016503
931	0.2637537845
932	0.2636690776
933	0.263587969
934	0.2635078529
935	0.2634395048
936	0.2633886868
937	0.2633073848
938	0.2632326902
939	0.2631763861
940	0.2631163898
941	0.2630597683
942	0.2630061228
943	0.2629598454
944	0.2628630829
945	0.262815088
946	0.2626916128
947	0.2626132742
948	0.2625710439
949	0.2625172901
950	0.2624099054
951	0.262358422
952	0.2622757314
953	0.2622113109
954	0.2621484258
955	0.2620800088
956	0.2620169291
957	0.261930712
958	0.2618535074
959	0.2618100253
960	0.2617788969
961	0.2616840471
962	0.2616166376
963	0.2615860314
964	0.2615200378
965	0.2614513919
966	0.2613952875
967	0.2613605511
968	0.2613163005
969	0.2612677956
970	0.2611638172
971	0.2610262063
972	0.2609313168
973	0.2608892381
974	0.2607973551
975	0.2607185988
976	0.260661932
977	0.2605924073
978	0.2605440537
979	0.2604874073
980	0.2604146161
981	0.260358871
982	0.2602991076
983	0.2602587775
984	0.2601998408
985	0.2601129164
986	0.2600545877
987	0.2599788554
988	0.2599339056
989	0.2598628837
990	0.259783943
991	0.2597263347
992	0.2597013015
993	0.2596537728
994	0.2595513105
995	0.2595093744
996	0.2594584574
997	0.2593989667
998	0.2593213805
999	0.2592495677
